premium	name	response_letter_required	city	latitude	longtitude	raw	experience	schedule	employment	skills	has_test	employer	salary_from	salary_to	gross	currency
False	Разработчик маркетплейсов	False	N/A	N/A	N/A	N/A	От 3 до 6 лет	Полный день	Полная занятость	jQuery_JavaScript_Git_HTML5_CSS3_HTML_PHP_CSS_ReactJS_Gitlab_Веб-программирование	False	Зубков Сергей Валерьевич	150000		False	RUR
False	C# разработчик Junior	False	Уфа	54.753279	56.011656	Уфа, улица 50 лет СССР, 27	От 1 года до 3 лет	Полный день	Полная занятость	Entity Framework_ASP.NET_WCF_JavaScript_C#	False	ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ	20000		False	RUR
False	Оператор 1C	False	Зеленоград	56.009889	37.164157	Зеленоград, проспект Генерала Алексеева, 42с1	От 1 года до 3 лет	Полный день	Полная занятость	Пользователь ПК_Работа в команде_1С: Предприятие 8_Деловое общение_Документооборот_Контроль отгрузок_Знание 1С_1С: Бухгалтерия и склад	False	Глобал Трак Сервис	50000	50000	False	RUR
False	Системный администратор	False	аул Новая Адыгея	45.017697	38.937898	аул Новая Адыгея, Тургеневское шоссе, 20	От 3 до 6 лет	Полный день	Полная занятость		False	Автохолдинг	45000		False	RUR
False	Оператор ЧПУ	False	N/A	N/A	N/A	N/A	От 1 года до 3 лет	Полный день	Полная занятость	Точность и внимательность к деталям_Сборочное производство_Работа с электроинструментом	False	Инвест Девелопмент	80000		False	RUR
False	Web-программист	False	Йошкар-Ола	56.64644	47.894793	Йошкар-Ола, улица Орая, 66	От 1 года до 3 лет	Полный день	Полная занятость	PHP_MySQL_JavaScript_1С-Битрикс_Agile Project Management_Vue_Работа в программе 1С_CRM_Bitrix24_Scrum	False	Компания Цитрус	30000	60000	True	RUR
False	Фрезеровщик	False	N/A	N/A	N/A	N/A	От 1 года до 3 лет	Полный день	Полная занятость	Работа в команде_Ответственность и пунктуальность_Внимательность, ответственность	False	Круг	87120		False	RUR
False	Механик по ремонту тракторов/Тракторист	False	N/A	N/A	N/A	N/A	От 1 года до 3 лет	Полный день	Полная занятость	Ремонтные работы_Расстановка приоритетов	False	Ронова	80000		True	RUR
False	Токарь (Косихинский район)	False	N/A	N/A	N/A	N/A	Нет опыта	Полный день	Полная занятость		False	Наследие	21000		False	RUR
False	Сетевой инженер	False	Санкт-Петербург	60.034259	30.259831	Санкт-Петербург, Шуваловский проспект, 32	От 3 до 6 лет	Полный день	Полная занятость	Cisco_Сетевой инженер_системный администратор_Системный инженер_сетевая инфраструктура	False	Пекарня ЦEХ85	90000		False	RUR
False	Токарь	False	N/A	N/A	N/A	N/A	Нет опыта	Полный день	Полная занятость		False	Участок Коксовый	42000	48000	True	RUR
False	Оператор станка с ЧПУ (лазерная резка)	False	Мытищи	55.945897	37.785252	Мытищи, Силикатная улица, 38с2	От 1 года до 3 лет	Полный день	Полная занятость	Умение работать в команде_Контроль качества_SolidWorks_Знание станков с ЧПУ_Составление программ для ЧПУ_Внимательность	False	ГК МФМК	55000	60000	False	RUR
False	Программист 1С	False	Санкт-Петербург	60.07876	30.371591	Санкт-Петербург, 8-й Верхний переулок, 2	От 3 до 6 лет	Полный день	Полная занятость		False	СКРАП, группа компаний	150000	200000	True	RUR
False	Инженер по обслуживанию оборудования сетей связи с обязанностями водителя	False	Новоульяновск	54.147689	48.385408	Новоульяновск, Ульяновская улица, 24	Нет опыта	Полный день	Полная занятость		False	Ростелеком		30000	False	RUR
False	Токарь-универсал	False	Ижевск	56.883071	53.277543	Ижевск, Салютовская улица, 25	От 3 до 6 лет	Полный день	Полная занятость	Грамотная речь_Грамотность_Материальная ответственность	False	Иждрил Холдинг	35000	38000	False	RUR
False	Руководитель разработки (удалённо)	False	N/A	N/A	N/A	N/A	От 3 до 6 лет	Полный день	Полная занятость	Agile Project Management_Scrum_Управление проектами_Управление разработкой_SCALA_JavaScript_React	False	Metacommerce	120000	170000	True	RUR
False	Системный администратор	False	Москва	55.73001	37.638413	Москва, Замоскворецкая линия, метро Павелецкая	От 3 до 6 лет	Полный день	Полная занятость	Gerrit_Tarantool_Multithread Programming_Shell Scripting_Bitbucket	False	Акустик Групп	80000	100000	True	RUR
False	Веб-разработчик 1С-Битрикс - Middle (поддержка сайтов), удаленно	False	Москва	55.799006	37.607898	Москва, Полковая улица, 3с9	От 1 года до 3 лет	Полный день	Полная занятость	PHP_CSS_jQuery_JavaScript_ООП_SVN_1С-Битрикс_Git_Linux_HTML_MySQL	False	АйПромо	70000		True	RUR
False	Руководитель отдела аккаунтинга / Руководитель отдела продаж (B2C)	False				Москва, Ленинградский проспект, 80г, метро Сокол	От 3 до 6 лет	Полный день	Полная занятость	Работа в команде_Грамотная речь_Ориентация на результат_Деловая коммуникация_Деловое общение	False	СИНЕРГИЯ	130000		True	RUR
False	Программист 1C	False	N/A	N/A	N/A	N/A	От 3 до 6 лет	Полный день	Полная занятость		False	GXO		160000	False	RUR
False	Ведущий Бизнес-аналитик (розничные операции)	False	N/A	N/A	N/A	N/A	От 3 до 6 лет	Полный день	Полная занятость	BPMN_Бизнес-анализ_MS Visio_Моделирование процессов_IDEF0	True	Детский Мир	250000		False	RUR
